game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,run_id,original_game_id
game_0,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB']","[0.0, 0.8, 1.0, 0.8, 0.2, 0.0, 0.2, 0.0, 0.8, 0.2, 0.2, 1.0, 0.2, 0.0, 0.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.8, 0.2]",[],agent2,LocalModel,coopératif,0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[1.0, 0.8, 0.0, 0.8, 0.2, 1.0, 0.2, 1.0, 0.8, 0.2, 0.2, 0.0, 0.2, 1.0, 1.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.8, 0.2]",[],1,game_4
game_1,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA']","[0.8, 0.8, 1.0, 0.2, 0.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 0.0, 0.2, 1.0, 0.2, 1.0, 0.8, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",[],agent2,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.8, 0.8, 0.0, 0.2, 1.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, 0.2, 0.0, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[],1,game_5
game_2,fr,True,30,30,False,agent1,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA']","[0.0, 0.8, 0.0, 0.2, 0.2, 0.0, 0.8, 0.8, 0.0, 0.8, 0.8, 1.0, 0.8, 0.2, 0.0, 0.8, 1.0, 0.0, 0.0, 0.8, 1.0, 0.8, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0]",[],agent2,LocalModel,coopératif,0,"['OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[1.0, 0.8, 1.0, 0.2, 0.2, 1.0, 0.8, 0.8, 1.0, 0.8, 0.8, 0.0, 0.8, 0.2, 1.0, 0.8, 0.0, 1.0, 1.0, 0.8, 0.0, 0.8, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0]",[],1,game_6
game_3,fr,True,30,30,False,agent1,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[0.0, 0.0, 1.0, 0.0, 0.8, 0.8, 0.2, 1.0, 0.0, 0.2, 0.8, 0.2, 0.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.8, 0.8, 0.8, 1.0, 0.0, 1.0, 0.8, 0.0, 0.8, 0.0, 0.8, 0.8]",[],agent2,LocalModel,égoïste,0,"['OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[1.0, 1.0, 0.0, 1.0, 0.8, 0.8, 0.2, 0.0, 1.0, 0.2, 0.8, 0.2, 0.8, 1.0, 1.0, 1.0, 1.0, 0.2, 0.8, 0.8, 0.8, 0.0, 1.0, 0.0, 0.8, 1.0, 0.8, 1.0, 0.8, 0.8]",[],1,game_7
game_4,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA']","[0.8, 0.0, 0.8, 0.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.8, 0.0, 0.2, 0.2, 0.8, 0.2, 0.0, 0.8, 0.8, 0.0, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.8]",[],agent2,LocalModel,coopératif,0,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA']","[0.8, 1.0, 0.8, 1.0, 1.0, 0.8, 0.0, 1.0, 1.0, 0.8, 1.0, 0.2, 0.2, 0.8, 0.2, 1.0, 0.8, 0.8, 1.0, 0.2, 1.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.2, 0.0, 0.0, 0.8]",[],1,game_24
game_5,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB']","[1.0, 0.8, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.8, 1.0, 1.0, 0.2, 0.8, 0.2, 0.8, 0.0, 1.0, 0.0, 0.0, 0.8, 1.0, 0.2, 0.8, 1.0, 1.0, 1.0]",[],agent2,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.8, 0.0, 0.0, 0.2, 0.8, 0.2, 0.8, 1.0, 0.0, 1.0, 1.0, 0.8, 0.0, 0.2, 0.8, 0.0, 0.0, 0.0]",[],1,game_25
game_6,fr,True,30,30,False,agent1,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 0.8, 1.0, 0.8, 0.0, 1.0, 1.0, 1.0, 0.8, 0.0, 1.0, 0.0, 0.8, 0.8, 0.0, 0.2, 0.8, 0.8, 0.0, 0.8, 1.0, 0.0, 0.8, 0.2, 0.8, 1.0, 0.0, 0.0, 0.0, 0.2]",[],agent2,LocalModel,coopératif,0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[1.0, 0.8, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 0.8, 1.0, 0.0, 1.0, 0.8, 0.8, 1.0, 0.2, 0.8, 0.8, 1.0, 0.8, 0.0, 1.0, 0.8, 0.2, 0.8, 0.0, 1.0, 1.0, 1.0, 0.2]",[],1,game_26
game_7,fr,True,30,30,False,agent1,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA']","[0.8, 0.8, 0.8, 0.0, 0.2, 0.8, 0.0, 1.0, 1.0, 0.2, 1.0, 0.2, 0.8, 0.0, 0.0, 1.0, 0.2, 0.2, 0.2, 0.8, 1.0, 1.0, 0.2, 0.8, 1.0, 0.8, 1.0, 0.8, 1.0, 0.8]",[],agent2,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[0.8, 0.8, 0.8, 1.0, 0.2, 0.8, 1.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.8, 1.0, 1.0, 0.0, 0.2, 0.2, 0.2, 0.8, 0.0, 0.0, 0.2, 0.8, 0.0, 0.8, 0.0, 0.8, 0.0, 0.8]",[],1,game_27
game_8,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA']","[0.0, 1.0, 0.8, 0.0, 1.0, 0.2, 0.0, 0.2, 0.0, 0.8, 1.0, 0.2, 0.8, 0.8, 1.0, 0.8, 0.2, 0.8, 1.0, 1.0, 0.0, 1.0, 0.8, 0.0, 1.0, 1.0, 0.2, 0.0, 0.8, 0.8]",[],agent2,LocalModel,coopératif,0,"['OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA']","[1.0, 0.0, 0.8, 1.0, 0.0, 0.2, 1.0, 0.2, 1.0, 0.8, 0.0, 0.2, 0.8, 0.8, 0.0, 0.8, 0.2, 0.8, 0.0, 0.0, 1.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.2, 1.0, 0.8, 0.8]",[],1,game_44
game_9,fr,True,30,30,False,agent1,LocalModel,coopératif,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB']","[0.8, 0.8, 0.0, 0.8, 1.0, 0.8, 1.0, 0.2, 1.0, 0.8, 1.0, 0.2, 0.8, 1.0, 0.8, 0.8, 0.2, 1.0, 0.2, 0.0, 0.8, 0.8, 0.8, 0.0, 1.0, 0.2, 1.0, 0.2, 0.8, 1.0]",[],agent2,LocalModel,égoïste,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[0.8, 0.8, 1.0, 0.8, 0.0, 0.8, 0.0, 0.2, 0.0, 0.8, 0.0, 0.2, 0.8, 0.0, 0.8, 0.8, 0.2, 0.0, 0.2, 1.0, 0.8, 0.8, 0.8, 1.0, 0.0, 0.2, 0.0, 0.2, 0.8, 0.0]",[],1,game_45
