game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,run_id,original_game_id
game_0,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[10.0, 8.0, 2.0, 8.0, 8.0, 2.0, 10.0, 8.0, 2.0, 8.0, 0.0, 8.0, 10.0, 8.0, 2.0, 8.0, 2.0, 10.0, 10.0, 10.0, 2.0, 0.0, 10.0, 2.0, 2.0, 2.0, 10.0, 10.0, 10.0, 10.0]",[],agent2,LocalModel,متعاون,0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[0.0, 8.0, 2.0, 8.0, 8.0, 2.0, 0.0, 8.0, 2.0, 8.0, 10.0, 8.0, 0.0, 8.0, 2.0, 8.0, 2.0, 0.0, 0.0, 0.0, 2.0, 10.0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]",[],1,game_8
game_1,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA']","[8.0, 10.0, 10.0, 10.0, 10.0, 2.0, 2.0, 10.0, 2.0, 0.0, 2.0, 10.0, 10.0, 8.0, 10.0, 0.0, 0.0, 10.0, 10.0, 8.0, 2.0, 2.0, 2.0, 10.0, 8.0, 2.0, 10.0, 2.0, 8.0, 8.0]",[],agent2,LocalModel,أناني,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[8.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 2.0, 10.0, 2.0, 0.0, 0.0, 8.0, 0.0, 10.0, 10.0, 0.0, 0.0, 8.0, 2.0, 2.0, 2.0, 0.0, 8.0, 2.0, 0.0, 2.0, 8.0, 8.0]",[],1,game_9
game_2,ar,True,30,30,False,agent1,LocalModel,أناني,0,"['OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA']","[10.0, 2.0, 10.0, 8.0, 8.0, 8.0, 0.0, 0.0, 2.0, 0.0, 8.0, 8.0, 8.0, 8.0, 2.0, 0.0, 8.0, 8.0, 0.0, 2.0, 0.0, 0.0, 8.0, 2.0, 2.0, 0.0, 0.0, 8.0, 2.0, 0.0]",[],agent2,LocalModel,متعاون,0,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB']","[0.0, 2.0, 0.0, 8.0, 8.0, 8.0, 10.0, 10.0, 2.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 10.0, 8.0, 8.0, 10.0, 2.0, 10.0, 10.0, 8.0, 2.0, 2.0, 10.0, 10.0, 8.0, 2.0, 10.0]",[],1,game_10
game_3,ar,True,30,30,False,agent1,LocalModel,أناني,0,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA']","[8.0, 10.0, 8.0, 10.0, 0.0, 8.0, 0.0, 0.0, 8.0, 0.0, 8.0, 0.0, 8.0, 10.0, 0.0, 8.0, 2.0, 2.0, 8.0, 10.0, 0.0, 8.0, 8.0, 8.0, 0.0, 0.0, 8.0, 8.0, 10.0, 8.0]",[],agent2,LocalModel,أناني,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[8.0, 0.0, 8.0, 0.0, 10.0, 8.0, 10.0, 10.0, 8.0, 10.0, 8.0, 10.0, 8.0, 0.0, 10.0, 8.0, 2.0, 2.0, 8.0, 0.0, 10.0, 8.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 0.0, 8.0]",[],1,game_11
game_4,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB']","[2.0, 2.0, 2.0, 10.0, 2.0, 2.0, 8.0, 2.0, 8.0, 10.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 8.0, 2.0, 8.0, 2.0, 2.0, 2.0, 2.0, 2.0, 10.0, 2.0, 0.0, 2.0, 10.0, 2.0]",[],agent2,LocalModel,متعاون,0,"['OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB']","[2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 8.0, 2.0, 8.0, 0.0, 2.0, 2.0, 10.0, 10.0, 10.0, 10.0, 8.0, 2.0, 8.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 10.0, 2.0, 0.0, 2.0]",[],1,game_28
game_5,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[0.0, 2.0, 8.0, 0.0, 2.0, 0.0, 8.0, 8.0, 0.0, 8.0, 10.0, 8.0, 0.0, 8.0, 10.0, 10.0, 8.0, 10.0, 2.0, 2.0, 0.0, 2.0, 2.0, 2.0, 8.0, 2.0, 8.0, 2.0, 8.0, 10.0]",[],agent2,LocalModel,أناني,0,"['OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[10.0, 2.0, 8.0, 10.0, 2.0, 10.0, 8.0, 8.0, 10.0, 8.0, 0.0, 8.0, 10.0, 8.0, 0.0, 0.0, 8.0, 0.0, 2.0, 2.0, 10.0, 2.0, 2.0, 2.0, 8.0, 2.0, 8.0, 2.0, 8.0, 0.0]",[],1,game_29
game_6,ar,True,30,30,False,agent1,LocalModel,أناني,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[0.0, 8.0, 8.0, 0.0, 2.0, 10.0, 2.0, 8.0, 10.0, 0.0, 10.0, 8.0, 10.0, 10.0, 2.0, 2.0, 8.0, 2.0, 8.0, 2.0, 0.0, 8.0, 10.0, 0.0, 0.0, 8.0, 8.0, 2.0, 8.0, 8.0]",[],agent2,LocalModel,متعاون,0,"['OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[10.0, 8.0, 8.0, 10.0, 2.0, 0.0, 2.0, 8.0, 0.0, 10.0, 0.0, 8.0, 0.0, 0.0, 2.0, 2.0, 8.0, 2.0, 8.0, 2.0, 10.0, 8.0, 0.0, 10.0, 10.0, 8.0, 8.0, 2.0, 8.0, 8.0]",[],1,game_30
game_7,ar,True,30,30,False,agent1,LocalModel,أناني,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB']","[8.0, 0.0, 0.0, 0.0, 2.0, 0.0, 8.0, 8.0, 8.0, 10.0, 2.0, 8.0, 10.0, 10.0, 0.0, 8.0, 10.0, 8.0, 10.0, 0.0, 0.0, 8.0, 10.0, 8.0, 0.0, 0.0, 2.0, 10.0, 8.0, 2.0]",[],agent2,LocalModel,أناني,0,"['OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[8.0, 10.0, 10.0, 10.0, 2.0, 10.0, 8.0, 8.0, 8.0, 0.0, 2.0, 8.0, 0.0, 0.0, 10.0, 8.0, 0.0, 8.0, 0.0, 10.0, 10.0, 8.0, 0.0, 8.0, 10.0, 10.0, 2.0, 0.0, 8.0, 2.0]",[],1,game_31
game_8,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[10.0, 8.0, 8.0, 10.0, 8.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 8.0, 10.0, 0.0, 8.0, 2.0, 2.0, 2.0, 2.0, 2.0, 10.0, 10.0, 10.0, 2.0, 2.0]",[],agent2,LocalModel,متعاون,0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[0.0, 8.0, 8.0, 0.0, 8.0, 10.0, 10.0, 2.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0, 10.0, 8.0, 0.0, 10.0, 8.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0]",[],1,game_48
game_9,ar,True,30,30,False,agent1,LocalModel,متعاون,0,"['OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA']","[2.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 8.0, 2.0, 2.0, 8.0, 2.0, 2.0, 0.0, 2.0, 8.0, 10.0, 8.0, 10.0, 8.0, 10.0, 0.0, 10.0, 0.0, 0.0, 10.0, 10.0, 0.0]",[],agent2,LocalModel,أناني,0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[2.0, 0.0, 0.0, 0.0, 8.0, 8.0, 8.0, 8.0, 2.0, 8.0, 2.0, 2.0, 8.0, 2.0, 2.0, 10.0, 2.0, 8.0, 0.0, 8.0, 0.0, 8.0, 0.0, 10.0, 0.0, 10.0, 10.0, 0.0, 0.0, 10.0]",[],1,game_49
